uniprot_id,protein_name,organism,classification,n_entries,pdb_codes
P0C559,"DNA gyrase subunit B,DNA gyrase subunit B,DNA gyrase subunit B",Mycolicibacterium smegmatis,ISOMERASE,2,"4b6c,4bae"
Q9FV53,"Peptide deformylase 1A, chloroplastic/mitochondrial",Arabidopsis thaliana,HYDROLASE/HYDROLASE INHIBITOR,2,"4je7,4je8"
Q8XXK6,LECTIN,Ralstonia solanacearum,LECTIN,2,"2bt9,4csd"
P0A8Q6,ATP-DEPENDENT CLP PROTEASE ADAPTER PROTEIN CLPS,Escherichia coli K-12,PEPTIDE BINDING PROTEIN,2,"2w9r,2wa8"
Q8WYB5,Histone acetyltransferase KAT6B,Homo sapiens,HYDROLASE,2,"5u2j,6oie"
P0AFG9,Pyruvate dehydrogenase E1 component,Escherichia coli O157:H7,OXIDOREDUCTASE,2,"3lq2,3lq4"
O55239,Nicotinamide N-methyltransferase,Mus musculus,TRANSFERASE,2,"5xvk,5yji"
P12004,Proliferating cell nuclear antigen,Homo sapiens,HYDROLASE,2,"5mlo,5mlw"
Q9H0R8,Gamma-aminobutyric acid receptor-associated protein-like 1,Homo sapiens,SIGNALING PROTEIN,2,"6hoi,6hol"
P0AAI5,3-oxoacyl-[acyl-carrier-protein] synthase 2,Escherichia coli K-12,TRANSFERASE,2,"3ho2,3ho9"
Q8WTX7,GATS-like protein 3,Homo sapiens,SIGNALING PROTEIN,2,"5gs9,5gv2"
P0ABP8,PURINE NUCLEOSIDE PHOSPHORYLASE,Escherichia coli,GLYCOSYLTRANSFERASE,2,"1a69,1k9s"
P0AES7,DNA gyrase subunit B,Escherichia coli,ISOMERASE,2,"4zvi,5mmp"
Q8VGC3,Voltage-dependent L-type calcium channel subunit beta-2,Rattus norvegicus,TRANSPORT PROTEIN,2,"5v2p,5v2q"
O66496,2-DEHYDRO-3-DEOXYPHOSPHOOCTONATE ALDOLASE,Aquifex aeolicus,LYASE,2,"1jcx,3e12"
P0ABZ6,Chaperone surA,Escherichia coli,ISOMERASE,2,"2pv1,2pv2"
P0ACC7,Bifunctional protein glmU,Escherichia coli K-12,TRANSFERASE/TRANSFERASE INHIBITOR,2,"3twd,4aa7"
O60678,Protein arginine N-methyltransferase 3,Homo sapiens,TRANSFERASE,2,"3smq,4ryl"
O75469,Orphan Nuclear Receptor PXR,Homo sapiens,TRANSCRIPTION,2,"1m13,4x1f"
P10253,Lysosomal alpha-glucosidase,Homo sapiens,HYDROLASE,2,"5nn5,5nn6"
O43614,"Orexin receptor type 2,GlgA glycogen synthase,Orexin receptor type 2",Homo sapiens,SIGNALING PROTEIN,2,"5wqc,5ws3"
P10619,LYSOSOMAL PROTECTIVE PROTEIN 32 KDA CHAIN,Homo sapiens,HYDROLASE,2,"4az0,4az3"
P11978,Regulatory protein SIR4,Saccharomyces cerevisiae,NUCLEAR PROTEIN,2,"6qsz,6rr0"
Q92830,Histone acetyltransferase KAT2A,Homo sapiens,TRANSCRIPTION,2,"5mlj,6j3p"
P09038,Fibroblast growth factor 2,Homo sapiens,PROTEIN BINDING,2,"4oee,4oeg"
P09104,Gamma-enolase,Homo sapiens,LYASE/LYASE INHIBITOR,2,"4za0,4zcw"
P11589,Major Urinary Protein,Mus musculus,TRANSPORT PROTEIN,2,"1qy2,2nnd"
Q8N884,Cyclic GMP-AMP synthase,Homo sapiens,TRANSFERASE/TRANSFERASE INHIBITOR,2,"6mju,6mjw"
O38710,Protease,Human immunodeficiency virus 1,HYDROLASE,2,"2q54,2q5k"
Q8NEB9,PHOSPHATIDYLINOSITOL 3-KINASE CATALYTIC SUBUNIT TYPE 3,Homo sapiens,TRANSFERASE,2,"4uwh,6i3u"
Q8NEM0,Microcephalin,Homo sapiens,CELL CYCLE,2,"3shv,3u3z"
Q9HD26,Golgi-associated PDZ and coiled-coil motif-containing protein,Homo sapiens,PROTEIN TRANSPORT/INHIBITOR,2,"4e34,4k76"
O38723,Protease,Human immunodeficiency virus 1,HYDROLASE,2,"2i0a,2psu"
P11142,Heat shock cognate 71 kDa protein,Homo sapiens,PROTEIN BINDING,2,"3ldq,3m3z"
O89100,GRB2-RELATED ADAPTOR PROTEIN 2,Mus musculus,SIGNALING PROTEIN REGULATOR,2,"1uti,2w10"
O88703,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2,Mus musculus,TRANSPORT PROTEIN,2,"5khi,5khk"
O40922,ORF 17,Human gammaherpesvirus 8,VIRAL PROTEIN / INHIBITOR,2,"5v5d,5v5e"
O85465,ENDOGLUCANASE 5A,Salipaludibacillus agaradhaerens,HYDROLASE,2,"1ocq,1w3l"
O85361,Beta-N-acetylhexosaminidase,Streptomyces plicatus,HYDROLASE,2,"1hp5,1jak"
P10827,THRA protein,Homo sapiens,TRANSCRIPTION,2,"3jzb,4lnw"
O77404,Tryparedoxin,Trypanosoma brucei brucei,OXIDOREDUCTASE,2,"6gxg,6gxy"
P0A3F4,NITROGEN REGULATORY PROTEIN P-II,Synechococcus elongatus PCC 7942 = FACHB-805,SIGNALING PROTEIN,2,"2xbp,2xzw"
Q91VE3,Kallikrein-7,Mus musculus,HYDROLASE,2,"5zfi,6ahs"
O14786,Neuropilin-1,Homo sapiens,SIGNALING PROTEIN,2,"5j1x,6fmc"
P0AD65,"Peptidoglycan D,D-transpeptidase MrdA",Escherichia coli K-12,HYDROLASE/ANTIBIOTIC,2,"6g9f,6g9s"
P05896,SIV PROTEASE,Simian immunodeficiency virus,HYDROLASE/HYDROLASE INHIBITOR,2,"1siv,1tcw"
P21146,Beta-adrenergic receptor kinase 1,Bos taurus,TRANSFERASE/SIGNALING PROTEIN/INHIBITOR,2,"3pvu,3pvw"
Q8DNV6,"UDP-N-acetylmuramoylalanine-D-glutamyl-lysine-D-alanyl-D-alanine ligase, MurF protein",Streptococcus pneumoniae R6,LIGASE,2,"2am1,3zm6"
P01868,28B4 FAB,Mus musculus,CATALYTIC ANTIBODY,2,"1ct8,1kel"
P04632,Calpain small subunit 1,Homo sapiens,HYDROLASE,2,"4wq2,4wq3"
P00953,tryptophan-tRNA ligase,Geobacillus stearothermophilus,LIGASE,2,"1mau,5dk4"
Q9KS12,RTX toxin RtxA,Vibrio cholerae,TOXIN,2,"3eeb,3fzy"
O00763,Acetyl-CoA carboxylase 2,Homo sapiens,LIGASE,2,"3jrx,3tdc"
P03474,INFLUENZA VIRUS B/LEE/40 NEURAMINIDASE,Influenza B virus,HYDROLASE (O-GLYCOSYL),2,"1b9t,1inf"
P03452,Hemagglutinin,Influenza A virus (A/Puerto Rico/8/1934(H1N1)),VIRAL PROTEIN,2,"5w5s,5w5u"
K7N5N3,Neuraminidase,H3N2 subtype,VIRAL PROTEIN,2,"4gzp,4gzt"
P21802,Fibroblast growth factor receptor 2,Homo sapiens,TRANSFERASE,2,"3b2t,3ri1"
P01899,H2-Db major histocompatibility antigen,Mus musculus,IMMUNE SYSTEM,2,"1inq,1juf"
P02638,Protein S100-B,Bos taurus,protein binding/inhibitor,2,"4fqo,5dkr"
P24740,HIV-1 protease,Human immunodeficiency virus 1,HYDROLASE,2,"3lzs,3lzu"
P21645,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,Escherichia coli,TRANSFERASE/INHIBITOR,2,"6p83,6p89"
P04816,LEUCINE-SPECIFIC BINDING PROTEIN,Escherichia coli,TRANSPORT PROTEIN,2,"1usi,1usk"
P23905,GLUCOSE/GALACTOSE-BINDING PROTEIN,Salmonella enterica subsp. enterica serovar Typhimurium,GALACTOSE-BINDING PROTEIN,2,"1gca,3ga5"
P03952,Plasma kallikrein,Homo sapiens,Hydrolase/Hydrolase Inhibitor,2,"5tjx,6o1g"
Q8BHN3,Neutral alpha-glucosidase AB,Mus musculus,HYDROLASE,2,"5ief,5ieg"
Q99J99,Sulfurtransferase,Mus musculus,TRANSFERASE/INHIBITOR,2,"5wqj,5wqk"
P01834,CHIMERIC 48G7 FAB,Homo sapiens,CATALYTIC ANTIBODY,2,"1gaf,1i7z"
L7R9I1,Core protein,Hepatitis B virus,VIRAL PROTEIN,2,"5t2p,5wre"
P01727,SCFV-SM3,Mus musculus,PEPTIDE BINDING PROTEIN,2,"5a2i,5a2j"
M9V5A4,POLYMERASE PA,Influenza A virus (A/Lima/WRAIR1695P/2009(H1N1)),RNA BINDING PROTEIN/INHIBITOR,2,"4mk2,4mk5"
P01857,CHIMERIC GERMLINE PRECURSOR OF OXY-COPE CATALYTIC ANTIBODY AZ-28 (HEAVY CHAIN),Mus musculus,IMMUNE SYSTEM,2,"1d6v,1n7m"
P04191,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Oryctolagus cuniculus,HYDROLASE/HYDROLASE INHIBITOR,2,"2agv,3n5k"
Q96RR4,Calcium/calmodulin-dependent protein kinase kinase 2,Homo sapiens,TRANSFERASE/TRANSFERASE INHIBITOR,2,"2zv2,6cmj"
J9U5U9,Probable strigolactone esterase DAD2,Petunia x hybrida,PLANT PROTEIN,2,"6ap6,6ap7"
Q9JLU4,SH3 and multiple ankyrin repeat domains protein 3,Rattus norvegicus,PROTEIN BINDING,2,"5ovc,5ovp"
P22392,Nucleoside diphosphate kinase B,Homo sapiens,TRANSFERASE,2,"3bbb,3bbf"
O00478,Butyrophilin subfamily 3 member A3,Homo sapiens,SIGNALING PROTEIN,2,"6j0g,6j0k"
P23467,"Protein tyrosine phosphatase, receptor type, B,",Homo sapiens,HYDROLASE,2,"2h02,2h03"
P03962,OROTIDINE 5'-PHOSPHATE DECARBOXYLASE,Saccharomyces cerevisiae,LYASE,2,"1dqx,3gdt"
P03956,FIBROBLAST COLLAGENASE,Homo sapiens,HYDROLASE/HYDROLASE INHIBITOR,2,"1cgl,966c"
O05205,mitomycin-binding protein,Streptomyces lavendulae,ANTIMICROBIAL PROTEIN,2,"1kll,2a4w"
Q9K169,PHOSPHO-2-DEHYDRO-3-DEOXYHEPTONATE ALDOLASE,Neisseria meningitidis MC58,TRANSFERASE,2,"4uc5,4uma"
Q9NG96,chemosensory protein,Mamestra brassicae,LIPID BINDING PROTEIN,2,"1n8u,1n8v"
Q96I25,Splicing factor 45,Homo sapiens,PROTEIN BINDING,2,"2peh,5lso"
Q99549,M-phase phosphoprotein 8,Homo sapiens,DNA BINDING PROTEIN/GENE REGULATION,2,"3qo2,3r93"
Q9AJF5,Solute-binding protein,Thermoactinomyces vulgaris,SUGAR BINDING PROTEIN,2,"2zym,2zyn"
P05121,PLASMINOGEN ACTIVATOR INHIBITOR 1,Homo sapiens,HYDOLASE INHIBITOR,2,"4aqh,4g8r"
P03211,EBNA1,Human herpesvirus 4 strain B95-8,viral protein/inhibitor,2,"6npi,6npp"
P19493,Glutamate receptor 4,Rattus norvegicus,MEMBRANE PROTEIN,2,"3fas,3fat"
P02879,Ricin,Ricinus communis,Hydrolase/Hydrolase inhibitor,2,"3hio,5gu4"
H3BCW1,ADP-ribosylhydrolase like 2,Latimeria chalumnae,HYDROLASE,2,"6hgz,6hh3"
P00763,TRYPSIN,Rattus norvegicus,HYDROLASE,2,"1j17,1ql9"
P19784,Casein kinase II subunit alpha',Homo sapiens,TRANSFERASE,2,"5m56,6hmb"
O14733,Dual specificity mitogen-activated protein kinase kinase 7,Homo sapiens,TRANSFERASE,2,"6qg4,6qg7"
P19801,Amiloride-sensitive amine oxidase,Homo sapiens,OXIDOREDUCTASE,2,"3hig,3hii"
O12158,Protease,Human immunodeficiency virus 1,HYDROLASE,2,"2r5p,2r5q"
Q9N1E2,PHOSPHOGLUCOSE ISOMERASE,Oryctolagus cuniculus,ISOMERASE,2,"1g98,1koj"
Q9AJS0,Cellulase,Alicyclobacillus acidocaldarius subsp. acidocaldarius,HYDROLASE/HYDROLASE INHIBITOR,2,"3rx5,3rx7"
G5ELM3,Metallo-beta-lactamase,Serratia marcescens,HYDROLASE,2,"6k4t,6k4x"
Q8DRB3,Isoprenyl transferase,Streptococcus pneumoniae R6,Transferase/transferase inhibitor,2,"4q9m,4q9o"
P00924,ENOLASE,Saccharomyces cerevisiae,CARBON-OXYGEN LYASE,2,"1ebg,1els"
P25910,"BETA-LACTAMASE, TYPE II",Bacteroides fragilis,HYDROLASE,2,"1hlk,1kr3"
Q92547,DNA topoisomerase 2-binding protein 1,Homo sapiens,DNA BINDING PROTEIN/PROTEIN BINDING,1,3al3
Q9X6J6,TRP RNA-BINDING ATTENUATION PROTEIN,Geobacillus stearothermophilus,RNA BINDING PROTEIN,1,1qaw
Q9XAM6,PcaV transcriptional regulator,Streptomyces coelicolor A3(2),TRANSCRIPTION,1,4fht
Q9X0V0,ABC transporter substrate-binding protein,Thermotoga maritima MSB8,TRANSPORT PROTEIN,1,4pft
Q53793,bleomycin-binding protein,Streptomyces verticillus,PROTEIN BINDING,1,1jif
Q9EY50,FemX,Weissella viridescens,TRANSFERASE/PEPTIDE/RNA,1,4ii9
Q9X0C6,Imidazole glycerol phosphate synthase subunit HisF,Thermotoga maritima,LYASE,1,4ewn
Q58494,Uncharacterized protein MJ1094,Methanocaldococcus jannaschii DSM 2661,BIOSYNTHETIC PROTEIN,1,6peu
Q52L95,8B10 light chain,Mus musculus,IMMUNE SYSTEM,1,4nj9
Q9WXN1,LAMINARINASE 16A,Thermotoga maritima,CARBOHYDRATE BINDING MODULE,1,1gui
Q58EU8,PROTEIN (IG ANTIBODY D2.3 (LIGHT CHAIN)),Mus musculus,IMMUNE SYSTEM,1,1yej
Q2MFS1,oxidase/hydroxylase,Streptomyces hygroscopicus subsp. hygroscopicus,OXIDOREDUCTASE,1,4xcb
Q92784,Zinc finger protein DPF3,Homo sapiens,PEPTIDE BINDING PROTEIN,1,5szb
Q9GZU7,Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1,Homo sapiens,HYDROLASE/HYDROLASE INHIBITOR,1,3pgl
Q9CZW6,E3 ubiquitin-protein ligase RNF146,Mus musculus,LIGASE,1,4qpl
Q51504,Penicillin-binding protein 3,Pseudomonas aeruginosa,Penicillin Binding Protein/Antibiotic,1,4l0l
Q8W453,DIR1 protein,Arabidopsis thaliana,"SIGNALING PROTEIN, LIPID TRANSPORT",1,2rkn
Q9WUL7,ADP-RIBOSYLATION FACTOR-LIKE PROTEIN 3,Mus musculus,SIGNALING PROTEIN,1,1fzq
Q96T60,BIFUNCTIONAL POLYNUCLEOTIDE PHOSPHATASE/KINASE,Homo sapiens,"HYDROLASE,TRANSFERASE/PEPTIDE",1,2w3o
Q9Y2N7,Hypoxia-inducible factor 3-alpha,Homo sapiens,TRANSCRIPTION,1,4wn5
Q51792,Phenazine biosynthesis protein phzF,Pseudomonas fluorescens,"ISOMERASE, LYASE",1,1u1w
Q9GZQ8,Microtubule-associated proteins 1A/1B light chain 3B,Homo sapiens,PROTEIN BINDING,1,5gmv
Q51948,2-hydroxychromene-2-carboxylate isomerase,Pseudomonas putida,TRANSFERASE,1,2imd
W4I9J7,Pf-M17,Plasmodium falciparum NF135/5.C10,hydrolase/hydrolase inhibitor,1,6ee2
Q9XZT6,DEOXYRIBONUCLEOSIDE KINASE,Drosophila melanogaster,TRANSFERASE,1,1oe0
Q9D1A2,Cytosolic non-specific dipeptidase,Mus musculus,HYDROLASE,1,2zof
Q2LG68,Polymerase basic protein 2,Influenza A virus (A/duck/Shantou/4610/2003(H5N1)),RNA BINDING PROTEIN,1,6euw
Q921A6,"monoclonal anti-cholera toxin IGG1 KAPPA antibody, H chain",Mus musculus,IMMUNE SYSTEM,1,1zea
Q9WZY5,Type III pantothenate kinase,Thermotoga maritima,TRANSFERASE,1,3bex
Q98GN8,Cyclic nucleotide-gated potassium channel mll3241,Mesorhizobium japonicum MAFF 303099,NUCLEOTIDE BINDING PROTEIN,1,4muv
Q8WUM4,Programmed cell death 6-interacting protein,Homo sapiens,"CELL DIVISION, TRANSPORT PROTEIN",1,5v3r
Q8Y3Y7,Lmo2692 protein,Listeria monocytogenes EGD-e,PROTEIN BINDING,1,4rww
Q54276,CHITINASE B,Serratia marcescens,HYDROLASE,1,1ur9
Q55467,Magnesium-protoporphyrin O-methyltransferase,Synechocystis sp. PCC 6803 substr. Kazusa,TRANSFERASE,1,4qdk
Q970S6,Putative uncharacterized protein ST1526,Sulfurisphaera tokodaii str. 7,RNA BINDING PROTEIN,1,3aje
Q9WYW0,NAD-dependent deacetylase,Thermotoga maritima,HYDROLASE,1,3pdh
Q56691,NADPH-FLAVIN OXIDOREDUCTASE,Vibrio harveyi,OXIDOREDUCTASE,1,1bkj
Q57265,Polysialic acid capsule biosynthesis protein SiaC,Neisseria meningitidis,TRANSFERASE,1,4ipi
Q920Q2,Chimeric protein of the Pol Kappa RIR helix and the Rev1 C-terminal domain,Mus musculus,REPLICATION,1,6c8c
Q9WYV0,UvrABC system protein A,Thermotoga maritima,DNA BINDING PROTEIN,1,6n9l
Q8WWA0,Intelectin-1,Homo sapiens,SUGAR BINDING PROTEIN,1,4wmy
Q2G036,ATP-dependent Clp protease proteolytic subunit,Staphylococcus aureus subsp. aureus NCTC 8325,HYDROLASE/ANTIBIOTIC,1,6pka
Q2FXC2,Serine protease splA,Staphylococcus aureus subsp. aureus NCTC 8325,HYDROLASE/HYDROLASE INHIBITOR,1,4mvn
Q8WXF7,Atlastin-1,Homo sapiens,HYDROLASE,1,4idn
Q57884,Probable hydrogenase nickel incorporation protein hypB,Methanocaldococcus jannaschii,"HYDROLASE, METAL BINDING PROTEIN",1,2hf8
Q541D8,Beta-lactamase,Pseudomonas aeruginosa,HYDROLASE,1,6s1s
Q973T5,FATTY ACID-BINDING PROTEIN,Sulfurisphaera tokodaii str. 7,LIPID BINDING PROTEIN,1,3w9k
Q2G229,PSTA,Staphylococcus aureus,SIGNALLING PROTEIN,1,4d3h
Q8ZKB0,Probable GTPase engC,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,HYDROLASE,1,2rcn
Q8ZNP4,Transferase,Escherichia coli,TRANSFERASE,1,5h63
Q90249,Basic phospholipase A2 homolog bothropstoxin-1,Bothrops jararacussu,TOXIN,1,6dik
Q2G258,Biotin Protein Ligase,Staphylococcus aureus,LIGASE/LIGASE INHIBITOR,1,6ndl
Q9WZC2,Spermidine synthase,Thermotoga maritima,TRANSFERASE,1,1jq3
Q90EB9,proteinase,Human immunodeficiency virus 1,HYDROLASE,1,1izh
Q9WVQ1,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2",Mus musculus,SIGNALING PROTEIN,1,6jjz
Q9FCE4,Nickel responsive protein,Streptomyces coelicolor A3(2),METAL BINDING PROTEIN,1,4oi6
Q53GL7,Poly [ADP-ribose] polymerase 10,Homo sapiens,TRANSFERASE,1,5lx6
Q2FVW9,FHUD2,Staphylococcus aureus subsp. aureus NCTC 8325,TRANSPORT PROTEIN/SIDEROPHORE,1,4b8y
Q58206,Uncharacterized ABC transporter ATP-binding protein MJ0796,Methanocaldococcus jannaschii DSM 2661,RNA BINDING PROTEIN,1,3tif
Q9FYY0,Limit dextrinase,Hordeum vulgare,HYDROLASE,1,4j3u
Q99558,Mitogen-activated protein kinase kinase kinase 14,Homo sapiens,Transferase/Transferase Inhibitor,1,4idt
Q2LAE1,Histone-lysine N-methyltransferase ASHH2,Arabidopsis thaliana,TRANSFERASE,1,5yvx
Q8ZKA9,STM4351,Salmonella enterica subsp. enterica serovar Typhimurium,ARGININE-BINDING PROTEIN,1,2y7i
Q9Y337,Kallikrein-5,Homo sapiens,HYDROLASE,1,6qfe
Q99816,Tumor susceptibility gene 101 protein,Homo sapiens,PROTEIN TRANSPORT,1,3p9h
Q9AIU7,DNA LIGASE,Staphylococcus aureus,LIGASE,1,4cc6
Q96LA8,Protein arginine N-methyltransferase 6,Homo sapiens,TRANSFERASE,1,5egs
V5HCK7,Putative cathepsin d,Ixodes ricinus,HYDROLASE,1,5n70
Q41931,1-aminocyclopropane-1-carboxylate oxidase 2,Arabidopsis thaliana,OXIDOREDUCTASE,1,5gja
V5IRV5,hemagglutinin,Influenza A virus,VIRAL PROTEIN,1,4lkk
Q3ZC95,Non-specific protein-tyrosine kinase,Bos taurus,TRANSFERASE,1,4y94
Q9BRR9,Rho GTPase-activating protein 9,Homo sapiens,LIGAND BINDING PROTEIN,1,2p0d
Q47212,F18 FIMBRIAL ADHESIN AC,Escherichia coli K-12,CELL ADHESION,1,4b4q
Q9Z4X2,Putative transcriptional regulator,Streptomyces coelicolor A3(2),TRANSCRIPTION,1,5w1e
Q3S340,Neuraminidase,Influenza B virus (B/Perth/211/2001),HYDROLASE,1,3k37
Q96KS0,Egl nine homolog 2,Homo sapiens,Oxidoreductase/Inhibitor,1,5v1b
Q47506,MccB protein,Escherichia coli,BIOSYNTHETIC PROTEIN,1,6om4
Q95460,Major histocompatibility complex class I-related gene protein,Homo sapiens,Membrane Protein/Immune System,1,4l4v
Q9WFL7,HIV-1 protease,Human immunodeficiency virus 1,TRANSFERASE,1,3m9f
Q9Z1N2,Origin recognition complex subunit 1,Mus musculus,REPLICATION,1,4dow
Q9Z0Y9,Oxysterols receptor LXR-alpha,Mus musculus,SIGNALING PROTEIN,1,3fal
Q3J1R2,"TRAP-T family sorbitol/mannitol transporter, periplasmic binding protein, SmoM",Cereibacter sphaeroides 2.4.1,"LIGAND BINDING, TRANSPORT PROTEIN",1,2hzl
Q4ACU6,SH3 and multiple ankyrin repeat domains protein 3,Mus musculus,PROTEIN BINDING,1,5izu
Q3IWB0,Putative histidine ammonia-lyase,Cereibacter sphaeroides,LYASE,1,2o7e
Q47066,Beta-lactamase Toho-1,Escherichia coli,HYDROLASE/HYDROLASE INHIBITOR,1,4x69
Q95XC8,Protein HTP-2,Caenorhabditis elegans,PEPTIDE BINDING PROTEIN,1,4tzm
Q9CQV8,14-3-3 protein beta/alpha,Mus musculus,TRANSCRIPTION,1,5f74
Q9AYY6,TAIL SPIKE PROTEIN,Enterobacteria phage HK620,VIRAL PROTEIN,1,2x6w
U5MRH9,Autoinducer 2-binding protein LsrB,Clostridium saccharobutylicum DSM 13864,SIGNALING PROTEIN,1,6dsp
Q45222,Uncharacterized protein blr2150,Bradyrhizobium diazoefficiens USDA 110,BIOSYNTHETIC PROTEIN,1,4w4s
Q43965,MopR,Acinetobacter calcoaceticus,TRANSCRIPTION,1,5kbe
Q45462,Osmotically activated L-carnitine/choline ABC transporter substrate-binding protein OpuCC,Bacillus subtilis,CHOLINE-BINDING PROTEIN,1,5nxy
Q96IY4,Carboxypeptidase B2,Homo sapiens,HYDROLASE,1,4p10
Q96EP0,E3 ubiquitin-protein ligase RNF31,Homo sapiens,LIGASE,1,4oyk
Q46085,ColH protein,Hathewaya histolytica,HYDROLASE,1,5o7e
Q460N3,Poly [ADP-ribose] polymerase 15,Homo sapiens,TRANSFERASE,1,6ek3
Q9BE39,Myosin-7,Bos taurus,MOTOR PROTEIN,1,5n69
Q96554,Carbonic anhydrase,Coccomyxa sp. PA,LYASE/LYASE INHIBITOR,1,3ucj
Q9APF7,Major acid phosphatase,Legionella pneumophila,HYDROLASE/HYDROLASE Inhibitor,1,5cdh
Q46389,5-methyltetrahydrofolate corrinoid/iron sulfur protein methyltransferase,Neomoorella thermoacetica,TRANSFERASE,1,2e7f
S5LVN3,Beta-lactamase,Klebsiella pneumoniae subsp. pneumoniae,Hydrolase/antibiotic,1,4xuz
Q96B97,SH3-DOMAIN KINASE BINDING PROTEIN 1,Homo sapiens,SH3 DOMAIN,1,2bz8
U6NCW5,DNA polymerase III subunit beta,Escherichia coli str. K-12 substr. MC4100,transferase/transferase inhibitor,1,4pnw
S3MDF0,Tv2483,Treponema vincentii,TRANSPORT PROTEIN,1,6det
R4NN21,Hemagglutinin HA1 chain,Influenza A virus,VIRAL PROTEIN,1,6idb
Q46604,PROTEIN (FMN-BINDING PROTEIN),Nitratidesulfovibrio vulgaris str. 'Miyazaki F,ELECTRON TRANSPORT,1,1flm
Q9YFY3,Probable threonine--tRNA ligase 2,Aeropyrum pernix K1,LIGASE,1,4rr6
Q9BSI4,TERF1-interacting nuclear factor 2,Homo sapiens,PROTEIN BINDING,1,5xyf
Q4DSV5,"Protein kinase A regulatory subunit, putative",Trypanosoma cruzi strain CL Brener,SIGNALING PROTEIN,1,6ftf
Q9CCZ4,HYPOTHETICAL PROTEIN ML2640,Mycobacterium leprae,TRANSFERASE,1,2uyq
Q9Y5A9,YTH domain-containing family protein 2,Homo sapiens,RNA BINDING PROTEIN,1,4rdn
Q9A4Z9,L-Arginine carboxypeptidase Cc2672,Caulobacter vibrioides,HYDROLASE,1,3mtw
Q9A1B7,Glutamate Racemase,Streptococcus pyogenes M1 GAS,ISOMERASE,1,2ohv
Q9C9C9,Cytosolic sulfotransferase 18,Arabidopsis thaliana,TRANSFERASE,1,5mek
Q2YQ76,Methionine--tRNA ligase,Brucella abortus 2308,ligase/ligase inhibitor,1,4py2
Q4QC75,THYMIDINE KINASE,Leishmania major,TRANSFERASE,1,4uxh
Q4VSJ8,AHL synthase,Burkholderia glumae,SIGNALING PROTEIN/Inhibitor,1,3p2h
Q2YIM3,Oxidoreductase,Brucella abortus 2308,OXIDOREDUCTASE,1,3upy
Q504Y3,Zinc finger CW-type PWWP domain protein 2,Homo sapiens,METAL/DNA BINDING PROTEIN,1,4o62
Q4FZB7,Histone-lysine N-methyltransferase SUV420H1,Homo sapiens,TRANSFERASE,1,5cpr
U6AVY0,Cell division protein FtsI [Peptidoglycan synthetase],Pseudomonas aeruginosa PA1R,transferase/transferase inhibitor,1,4ool
Q96RT1,PDZ-Fibronectin fusion protein,Homo sapiens,UNKNOWN FUNCTION,1,2qbw
Q99873,Protein arginine N-methyltransferase 1,Homo sapiens,ANTITUMOR PROTEIN,1,6nt2
Q2MHR1,Okadaic acid binding protein 2-alpha,Halichondria okadai,TOXIN/TOXIN INHIBITOR,1,4wri
Q9Y2T3,GUANINE DEAMINASE,Homo sapiens,HYDROLASE,1,2uz9
Q51400,BETA-LACTAMASE,Pseudomonas aeruginosa,HYDROLASE,1,1h8y
Q9CES5,Glutamine ABC transporter permease and substrate binding protein protein,Lactococcus lactis subsp. lactis Il1403,TRANSPORT PROTEIN,1,4kqp
Q9Y2R2,Tyrosine-protein phosphatase non-receptor type 22,Homo sapiens,HYDROLASE/HYDROLASE INHIBITOR,1,4j51
Q9C1S9,CELLOBIOHYDROLASE II,Mycothermus thermophilus,HYDROLASE,1,1ocn
Q92N37,PUTATIVE GLYCINE BETAINE-BINDING ABC TRANSPORTER PROTEIN,,TRANSPORT PROTEIN,1,2reg
Q4QAU9,fumarate hydratase,Leishmania major,LYASE/LYASE inhibitor,1,6mso
Q9Y5K6,CD2-associated protein,Homo sapiens,SIGNALING PROTEIN,1,4wci
Q4LB86,NEURAMINIDASE,Streptococcus pneumoniae,SUGAR BINDING PROTEIN,1,4c1w
Q9Y823,"Homocitrate synthase, mitochondrial",Schizosaccharomyces pombe,"Amino-acid biosynthesis, lysine biosynthesis, Transferase",1,3mi3
Q93J45,Dipeptidase,Streptomyces coelicolor,HYDROLASE,1,3k5x
Q93EK7,GLYCOSYL TRANSFERASE,Neisseria meningitidis,TRANSFERASE,1,1g9r
Q9BVA6,Adenosine monophosphate-protein transferase FICD,Homo sapiens,TRANSFERASE,1,4u0s
Q939R9,Peptide deformylase 3,Streptococcus pneumoniae,HYDROLASE/HYDROLASE INHIBITOR,1,3str
Q9AIU0,HTH-TYPE TRANSCRIPTIONAL REGULATOR TTGR,Pseudomonas putida,TRANSCRIPTION,1,2uxi
Q9BVS4,Serine/threonine-protein kinase RIO2,Homo sapiens,TRANSFERASE,1,6hk6
Q4MV79,Putative ADP-ribosyltransferase Certhrax,Bacillus cereus,"TOXIN, TRANSFERASE/TRANSFERASE INHIBITOR",1,4fxq
